
#%Probeset listing for Clariom D Human
#%create_date=2021-05-18 PDT 09:19:03
#%input_query=*
gene_symbol	Clariom D Human
FAM9C	TC0X00009089.hg.1
SPTSSA	TC1400008905.hg.1
PTCRA	TC0600008057.hg.1
HMGA1P2	TC0400007820.hg.1
POLR3H	TC2200008829.hg.1
ABHD3	TC1800008234.hg.1
PLAC4	TC2100008200.hg.1
PGAM5	TC1200012731.hg.1
B3GNT6	TC1100008521.hg.1
OXCT2P1	TC0100007910.hg.1
HIGD2A	TC0500009587.hg.1
KRT24	TC1700010635.hg.1
CYS1	TC0200011703.hg.1
AGO3	TC0100007789.hg.1
AGO4	TC0100007784.hg.1
SCAMP5	TC1500010768.hg.1
LINC00189	TC2100008488.hg.1
SDR16C5	TC0800010511.hg.1
AAED1	TC0900010920.hg.1
ZNF367	TC0900010913.hg.1
ANTXRL	TC1000007509.hg.1
EMX2OS	TC1000011951.hg.1
PLPP4	TC1000009104.hg.1
METTL15	TC1100007139.hg.1
MPZL3	TC1100012473.hg.1
IMMP1L	TC1100010451.hg.1
OR56B4	TC1100006717.hg.1
KRT78	TC1200010778.hg.1
RILPL2	TC1200012270.hg.1
DNAH10	TC1200009254.hg.1
AMN1	TC1200010292.hg.1
DTX3	TC1200007891.hg.1
METTL7B	TC1200007804.hg.1
C12orf77	TC1200010149.hg.1
ZFC3H1	TC1200011255.hg.1
MYRFL	TC1200012664.hg.1
PLBD2	TC1200008942.hg.1
FAM71C	TC1200008582.hg.1
RMST	TC1200008551.hg.1
CCER1	TC1200012827.hg.1
EEF2KMT	TC1600009260.hg.1
PIANP	TC1200009749.hg.1
DCP1B	TC1200009590.hg.1
ANO6	TC1200007418.hg.1
ARID2	TC1200007425.hg.1
METTL21C	TC1300009670.hg.1
EEF1DP3	TC1300006795.hg.1
VSTM4	TC1000010589.hg.1
PAOX	TC1000012512.hg.1
FAM24B	TC1000012600.hg.1
LINC00638	TC1400008456.hg.1
ADCY4	TC1400010726.hg.1
LINC01599	TC1400010749.hg.1
FAM227B	TC1500009370.hg.1
DNM1P46	TC1500010627.hg.1
CT62	TC1500009932.hg.1
GRAMD2	TC1500009951.hg.1
MGC15885	TC1500009689.hg.1
LCTL	TC1500009830.hg.1
UBR1	TC1500009204.hg.1
PATL2	TC1500009263.hg.1
SNAI3-AS1	TC1600008834.hg.1
LINC00311	TC1600008680.hg.1
LDHD	TC1600010866.hg.1
FUK	TC1600008274.hg.1
MLKL	TC1600010859.hg.1
ZNF778	TC1600008869.hg.1
ACSF3	TC1600008865.hg.1
TUBB8P7	TC1600008915.hg.1
WDR90	TC1600006484.hg.1
EME2	TC1600006566.hg.1
CASP16P	TC1600006666.hg.1
NLRC3	TC1600009198.hg.1
NSMCE1	TC1600009829.hg.1
ZNF48	TC1600007465.hg.1
LKAAEAR1	TC2000009856.hg.1
DZIP1L	TC0300012564.hg.1
TTC21A	TC0300007086.hg.1
MCEMP1	TC1900011657.hg.1
ZNF627	TC1900011665.hg.1, TC1900011666.hg.1
DAND5	TC1900007113.hg.1
ZNF585A	TC1900011933.hg.1
NLRP7	TC1900011440.hg.1
GGN	TC1900010602.hg.1
CADM4	TC1900010855.hg.1
THAP8	TC1900010510.hg.1
U2AF1L4	TC1900011930.hg.1
ZNF626	TC1900011916.hg.1
FAM129C	TC1900007330.hg.1
ADM5	TC1900011782.hg.1
LCE4A	TC0100010002.hg.1
ALG14	TC0100014997.hg.1
FAM76A	TC0100007529.hg.1
LINC00466	TC0100014418.hg.1
C1orf168	TC0100014321.hg.1
TMEM201	TC0100006784.hg.1
TMEM61	TC0100008414.hg.1
CYP4Z1	TC0100008183.hg.1
FAAP20	TC0100018393.hg.1
CDCP2	TC0100018441.hg.1
SLC5A9	TC0100008216.hg.1
CC2D1B	TC0100014201.hg.1
PFN1P3	TC0100009732.hg.1
NBPF11	TC0100015645.hg.1
NUDT17	TC0100009746.hg.1
FLJ23867	TC0100010798.hg.1
TXLNA	TC0100007668.hg.1
TCTEX1D1	TC0100008637.hg.1
PLD5	TC0100017957.hg.1
C1orf100	TC0100012219.hg.1
SPAG17	TC0100015436.hg.1
SLFNL1	TC0100013853.hg.1
KRTCAP2	TC0100018498.hg.1
CRTC2	TC0100015891.hg.1
TMEM51-AS1	TC0100012990.hg.1
IBA57	TC0100011859.hg.1
FAM209A	TC2000009945.hg.1
LINC00656	TC2000008656.hg.1
LINC00528	TC2200006526.hg.1
RNF215	TC2200009339.hg.1, TC2200009340.hg.1
APOBEC3A	TC2200009268.hg.1, TC2200009269.hg.1
APOBEC3F	TC2200009273.hg.1
FOXD4L1	TC0200008974.hg.1
CFAP221	TC0200009071.hg.1
VWA3B	TC0200008563.hg.1
CREG2	TC0200013668.hg.1
ALMS1P	TC0200008053.hg.1
TET3	TC0200008065.hg.1
GKN2	TC0200012948.hg.1
TEX37	TC0200008347.hg.1
ANKRD23	TC0200016712.hg.1
APLF	TC0200016464.hg.1, TC0200016466.hg.1
PIKFYVE	TC0200010624.hg.1
KRTCAP3	TC0200007068.hg.1
LOC200726	TC0200010580.hg.1
TMEM17	TC0200012776.hg.1
SPRED2	TC0200012863.hg.1
TIGD1	TC0200016068.hg.1
LOC200772	TC0200016339.hg.1
ALG1L	TC0300012264.hg.1
C3orf67	TC0300011314.hg.1
KCTD6	TC0300007617.hg.1
LIPH	TC0300013417.hg.1
ARL13B	TC0300008046.hg.1
DHFRL1	TC0300011760.hg.1
HTR3D	TC0300009685.hg.1
RPL22L1	TC0300013103.hg.1
SLC51A	TC0300013918.hg.1, TC0300013919.hg.1
FBXO45	TC0300010026.hg.1
KLHDC8B	TC0300007367.hg.1
MUC20	TC0300009974.hg.1
GABRR3	TC0300011802.hg.1
CEP112	TC1700012458.hg.1
DHRS7C	TC1700012357.hg.1
TVP23C	TC1700009861.hg.1
CENPV	TC1700009888.hg.1
FLCN	TC1700012369.hg.1
PLD6	TC1700012368.hg.1
ARHGAP27	TC1700010888.hg.1
ZNF385C	TC1700010704.hg.1
SAMD14	TC1700011083.hg.1
LYRM9	TC1700012377.hg.1
SLC16A13	TC1700006721.hg.1
C17orf74	TC1700006746.hg.1
STRA13	TC1700012087.hg.1
LRRC45	TC1700009217.hg.1
RPL32P31	TC1700009136.hg.1
SLC39A11	TC1700011629.hg.1
AMZ2P1	TC1700011474.hg.1
NOS2P2	TC1700009981.hg.1
TRIM65	TC1700011775.hg.1
UNC13D	TC1700011772.hg.1
RDM1	TC1700010451.hg.1
SPNS3	TC1700006626.hg.1
FBXO15	TC1800009026.hg.1
RAB12	TC1800006614.hg.1
DLGAP1-AS3	TC1800006528.hg.1
ZBTB7C	TC1800008628.hg.1
ZNF584	TC1900009048.hg.1
ZSCAN4	TC1900009007.hg.1
HACD2	TC0300012208.hg.1
STT3B	TC0300006942.hg.1
LINC00870	TC0300007811.hg.1
DNAH12	TC0300011267.hg.1
PDE12	TC0300007579.hg.1
DENND6A	TC0300011276.hg.1
TIGIT	TC0300008385.hg.1
AADACP1	TC0300009190.hg.1
C4orf46	TC0400012251.hg.1
SLC10A4	TC0400007455.hg.1
TIGD4	TC0400012155.hg.1
TMEM154	TC0400012150.hg.1
LINC00504	TC0400010097.hg.1
SMIM14	TC0400010470.hg.1
TMEM192	TC0400012989.hg.1
RWDD4	TC0400012583.hg.1
PRIMPOL	TC0400009503.hg.1
TAPT1	TC0400010132.hg.1
TAPT1-AS1	TC0400012770.hg.1
SPATA24	TC0500012207.hg.1
DNAJC18	TC0500013371.hg.1
FAM153B	TC0500013268.hg.1, TC0500013269.hg.1
RANBP3L	TC0500010498.hg.1
LOC202181	TC0500012986.hg.1
CCDC125	TC0500010998.hg.1
LINC01554	TC0500013202.hg.1
GAPT	TC0500007491.hg.1
CMYA5	TC0500007895.hg.1
STK32A	TC0500009020.hg.1
OSTCP1	TC0600013734.hg.1
TCTE1	TC0600011914.hg.1
KHDRBS2	TC0600012175.hg.1
TRIM39-RPP21	TC0600014096.hg.1
PAXIP1-AS1	TC0700009795.hg.1
OR2A3P	TC0700009524.hg.1
C7orf33	TC0700009581.hg.1
TMEM184A	TC0700010019.hg.1
ADCK5	TC0800009254.hg.1
TSNARE1	TC0800012066.hg.1
TUBB	TC0600007544.hg.1
R3HCC1	TC0800007018.hg.1
PRSS55	TC0800006715.hg.1
C8orf74	TC0800006718.hg.1
HTRA4	TC0800007366.hg.1
ADAM32	TC0800007370.hg.1
ERICH5	TC0800008328.hg.1
LGI3	TC0800009831.hg.1
C9orf91	TC0900008516.hg.1
C9orf72	TC0900009779.hg.1
CCDC171	TC0900006714.hg.1
NAIF1	TC0900011618.hg.1
FAM219A	TC0900009897.hg.1
CCDC107	TC0900007092.hg.1
ANKS6	TC0900010980.hg.1
SUSD3	TC0900007976.hg.1
CT83	TC0X00010596.hg.1
LINC01560	TC0X00007144.hg.1
SLC25A43	TC0X00008246.hg.1
FAM226A	TC0X00007599.hg.1
ZCCHC5	TC0X00010144.hg.1
NRK	TC0X00008034.hg.1
DDX26B	TC0X00008514.hg.1
ZNF449	TC0X00008509.hg.1
VMA21	TC0X00008731.hg.1
TMEM31	TC0X00008014.hg.1
PAGE2	TC0X00011291.hg.1
CDY2B	TC0Y00007117.hg.1
ANO5	TC1100007063.hg.1
RPSAP52	TC1200011119.hg.1
CERS3	TC1500010634.hg.1
PDILT	TC1600009656.hg.1
IGLJCOR18	TC1800006512.hg.1
NLRP11	TC1900011495.hg.1
HIPK1	TC0100009480.hg.1
SLC44A5	TC0100014617.hg.1
AMER3	TC0200009317.hg.1
LINC00116	TC0200013865.hg.1
C2orf69	TC0200016589.hg.1
C3orf58	TC0300013884.hg.1
SENP5	TC0300010035.hg.1
USF3	TC0300012027.hg.1
TRIML2	TC0400012696.hg.1
LVRN	TC0500013215.hg.1
SLC36A1	TC0500009123.hg.1
C6orf163	TC0600008729.hg.1
PIP5K1P1	TC0600006877.hg.1
DHRSX	TC0X00008914.hg.1
SFTA1P	TC1000009773.hg.1
TRY2P	TC0700012856.hg.1
SAMD9L	TC0700011797.hg.1
AMER2	TC1300008381.hg.1
ATAD3C	TC0100006517.hg.1
USP12	TC1300008424.hg.1
TMEM254-AS1	TC1000011199.hg.1
PLAC9	TC1000008224.hg.1
MTIF3	TC1300008439.hg.1
GSX1	TC1300006694.hg.1
OR8U1	TC1100007637.hg.1
OR4C16	TC1100007598.hg.1
OR4C11	TC1100010824.hg.1
OR4S2	TC1100007601.hg.1
OR4C6	TC1100007602.hg.1
OR5D14	TC1100007610.hg.1
OR5L1	TC1100007611.hg.1
OR5D18	TC1100007612.hg.1
OR7E5P	TC1100010837.hg.1
OR5AS1	TC1100007620.hg.1
OR8K5	TC1100010846.hg.1
OR5T2	TC1100010850.hg.1
OR8H1	TC1100010851.hg.1
OR8K3	TC1100007632.hg.1
OR8J1	TC1100007636.hg.1
OR5R1	TC1100010855.hg.1
OR5M3	TC1100010857.hg.1
OR5M8	TC1100010859.hg.1
OR5M11	TC1100010863.hg.1
OR5AR1	TC1100007648.hg.1
OR5AK4P	TC1100007660.hg.1
LRRC55	TC1100007664.hg.1
SMTNL1	TC1100007682.hg.1
YPEL4	TC1100010903.hg.1
MED19	TC1100010905.hg.1
C7orf62	TC0700011724.hg.1
ZNF804B	TC0700008274.hg.1
FOLH1B	TC1100013080.hg.1
C10orf107	TC1000007760.hg.1
TMEM26	TC1000010744.hg.1
ZCCHC24	TC1000011168.hg.1
ENKUR	TC1000010071.hg.1
ARMC3	TC1000007007.hg.1
UNC5B	TC1000007950.hg.1
PROSER2-AS1	TC1000009799.hg.1
STOX1	TC1000007871.hg.1
C10orf35	TC1000007905.hg.1
TYSND1	TC1000010911.hg.1
ZNF25	TC1000010367.hg.1
GJD4	TC1000007277.hg.1
CCNY	TC1000007275.hg.1
RTKN2	TC1000010758.hg.1
TBATA	TC1000010926.hg.1
C11orf45	TC1100012791.hg.1
HYLS1	TC1100009433.hg.1
TMEM218	TC1100012702.hg.1
SLC37A2	TC1100009408.hg.1
OR8B12	TC1100012677.hg.1
OR8G5	TC1100009385.hg.1
OR10G8	TC1100009370.hg.1
OR10G9	TC1100009369.hg.1
OR10S1	TC1100012648.hg.1
OR6T1	TC1100012647.hg.1
OR4D5	TC1100009366.hg.1
TBCEL	TC1100009301.hg.1
TMEM136	TC1100009285.hg.1
MRPL21	TC1100011404.hg.1
TPCN2	TC1100008218.hg.1
SPATA19	TC1100012902.hg.1
OR6Q1	TC1100007701.hg.1
OR9I1	TC1100010925.hg.1
OR9Q1	TC1100007700.hg.1
OR9Q2	TC1100007704.hg.1
OR1S2	TC1100010928.hg.1
OR1S1	TC1100007705.hg.1
OR10Q1	TC1100010929.hg.1
OR5B17	TC1100010938.hg.1
OR5B21	TC1100010945.hg.1
GLYATL2	TC1100010952.hg.1
MPEG1	TC1100010962.hg.1
OR5A2	TC1100010971.hg.1
OR5A1	TC1100007733.hg.1
OR4D6	TC1100007734.hg.1
OR4D11	TC1100007739.hg.1
PATL1	TC1100010981.hg.1
OOSP2	TC1100007762.hg.1
MS4A15	TC1100007779.hg.1
VWCE	TC1100011029.hg.1
CYB561A3	TC1100011032.hg.1
PPP1R32	TC1100013020.hg.1
GDPD4	TC1100011716.hg.1
DDIAS	TC1100013075.hg.1
CCDC83	TC1100008653.hg.1
ORAOV1	TC1100013201.hg.1, TC1100013202.hg.1
SHANK2-AS3	TC1100008289.hg.1
LRTOMT	TC1100008333.hg.1
ERICH6B	TC1300008827.hg.1
SPERT	TC1300007074.hg.1
DLEU7	TC1300008963.hg.1
FAM124A	TC1300007218.hg.1
CTAGE3P	TC1300009001.hg.1
TPTE2P3	TC1300007249.hg.1
SKA1	TC1800007316.hg.1
CFAP53	TC1800008677.hg.1
GTSCR1	TC1800008988.hg.1
DOK6	TC1800007610.hg.1
ATOH7	TC1000010840.hg.1
OTUD1	TC1000007020.hg.1
HEPACAM	TC1100012698.hg.1
OAF	TC1100009279.hg.1, TC1100009280.hg.1
TIGD3	TC1100008013.hg.1
FAM181B	TC1100011789.hg.1
CCDC89	TC1100011831.hg.1
LRRC63	TC1300007085.hg.1
CTAGE10P	TC1300007178.hg.1
RNF152	TC1800009306.hg.1
USP32P2	TC1700009982.hg.1
LOC220729	TC0300013755.hg.1
FABP5P3	TC0700009737.hg.1
CBWD5	TC0900007435.hg.1, TC0900012234.hg.1
WAC-AS1	TC1000010145.hg.1
ZNF438	TC1000012542.hg.1
ZEB1-AS1	TC1000010225.hg.1
SLC16A9	TC1000010722.hg.1
FAM13C	TC1000010716.hg.1
MARCH8	TC1000010497.hg.1
OR6D1P	TC1000007470.hg.1
C10orf25	TC1000010483.hg.1
TMEM72-AS1	TC1000010477.hg.1
HNRNPA3	TC0200010083.hg.1
ZNF485	TC1000007427.hg.1
RASGEF1A	TC1000010432.hg.1
REEP3	TC1000007797.hg.1
JMJD1C	TC1000012561.hg.1
UCMA	TC1000009839.hg.1
C10orf111	TC1000009879.hg.1
FAM171A1	TC1000009884.hg.1
SLC39A12	TC1000006915.hg.1
NSUN6	TC1000012528.hg.1, TC1000012529.hg.1
ARL5B	TC1000006924.hg.1
LRRN4CL	TC1100011095.hg.1
HNRNPUL2	TC1100013176.hg.1
ALKBH3	TC1100007384.hg.1
LOC221122	TC1100007405.hg.1
N6AMT2	TC1300008264.hg.1
SKA3	TC1300008280.hg.1
MICU2	TC1300008292.hg.1
SPATA13	TC1300006601.hg.1
CPNE2	TC1600007988.hg.1
ADGRG5	TC1600008003.hg.1
PRSS54	TC1600010480.hg.1
CES5A	TC1600010396.hg.1
LINC00305	TC1800008920.hg.1
CCDC162P	TC0600014166.hg.1, TC0600014167.hg.1, TC0600014169.hg.1, TC0600014170.hg.1
AK9	TC0600012817.hg.1
NT5DC1	TC0600009228.hg.1
FAM26D	TC0600009235.hg.1
ZUFSP	TC0600012971.hg.1
FAM162B	TC0600012975.hg.1
TBC1D32	TC0600013033.hg.1
BEND6	TC0600008343.hg.1
GSTA5	TC0600014297.hg.1
OPN5	TC0600008190.hg.1
ADGRF4	TC0600014136.hg.1
ADGRF5	TC0600011956.hg.1
TDRD6	TC0600008167.hg.1
SPATS1	TC0600014134.hg.1
C6orf223	TC0600008114.hg.1
RSPH9	TC0600008104.hg.1
LRRC73	TC0600011875.hg.1
TREML5P	TC0600007992.hg.1
ADCY10P1	TC0600014124.hg.1
OARD1	TC0600014292.hg.1
KIF6	TC0600011740.hg.1
TMEM217	TC0600011690.hg.1
FGD2	TC0600007855.hg.1
PI16	TC0600007854.hg.1
C6orf89	TC0600007852.hg.1
ARMC12	TC0600007817.hg.1
C6orf1	TC0600011583.hg.1
LEMD2	TC0600011562.hg.1
ZBTB9	TC0600014112.hg.1
ZBTB12	TC0600011466.hg.1
C6orf136	TC0600007540.hg.1
RANP1	TC0600007529.hg.1
ZSCAN12P1	TC0600007396.hg.1
HIST1H2AA	TC0600011109.hg.1
KDM1B	TC0600007103.hg.1
RBM24	TC0600007084.hg.1
RNF182	TC0600007006.hg.1
PHACTR1	TC0600006976.hg.1
SMIM13	TC0600006940.hg.1
SYCP2L	TC0600014070.hg.1
LINC00518	TC0600010779.hg.1
PXDC1	TC0600010609.hg.1
SERPINB9P1	TC0600014218.hg.1
ZSCAN25	TC0700008501.hg.1
FAM200A	TC0700011948.hg.1
VWDE	TC0700010286.hg.1
PRPS1L1	TC0700010380.hg.1
TWISTNB	TC0700010396.hg.1
SP8	TC0700010412.hg.1
HOXA11-AS	TC0700007006.hg.1
JAZF1	TC0700010585.hg.1
PPP1R35	TC0700011999.hg.1
GPC2	TC0700011979.hg.1
BRAT1	TC0700010062.hg.1
SDK1	TC0700006583.hg.1
FOXK1	TC0700006603.hg.1
MMD2	TC0700010141.hg.1
LOC221946	TC0700006626.hg.1
DAGLB	TC0700013509.hg.1
CCZ1B	TC0700006633.hg.1, TC0700013511.hg.1, TC0700013512.hg.1
THSD7A	TC0700010281.hg.1
VSTM2A	TC0700007585.hg.1
DKFZp434L192	TC0700007655.hg.1
TMED4	TC0700010926.hg.1
DKFZP586I1420	TC0700007076.hg.1
MTURN	TC0700007067.hg.1
PRR15	TC0700007054.hg.1
SRRM3	TC0700008088.hg.1
RSBN1L	TC0700008147.hg.1
KIAA1324L	TC0700011692.hg.1
LRWD1	TC0700008629.hg.1
FAM185A	TC0700008650.hg.1
FBXL13	TC0700012111.hg.1
NAPEPLD	TC0700012115.hg.1
ATXN7L1	TC0700012165.hg.1
CDHR3	TC0700013435.hg.1, TC0700013436.hg.1
BEND7	TC1000012522.hg.1
LNX2	TC1300008443.hg.1
ADGRG3	TC1600008007.hg.1
HS3ST5	TC0600012932.hg.1
GPRC6A	TC0600012976.hg.1
RFX6	TC0600009243.hg.1
SLC35F1	TC0600009262.hg.1
FAM83B	TC0600008319.hg.1
ADGRF2	TC0600014135.hg.1
TSPO2	TC0600007985.hg.1
UNC5CL	TC0600014290.hg.1
KCTD20	TC0600007836.hg.1
PXT1	TC0600011659.hg.1
LHFPL5	TC0600007821.hg.1
SCUBE3	TC0600007788.hg.1
ZSCAN23	TC0600011255.hg.1
NKAPL	TC0600007412.hg.1
TOB2P1	TC0600011246.hg.1
FAM217A	TC0600014227.hg.1, TC0600014228.hg.1
TMEM130	TC0700011924.hg.1
FERD3L	TC0700010392.hg.1
RPL23P8	TC0700006856.hg.1
NYAP1	TC0700008548.hg.1
SLC29A4	TC0700006619.hg.1
RSPH10B	TC0700010181.hg.1
CCDC129	TC0700007111.hg.1
ZNRF2	TC0700013343.hg.1
SEMA3D	TC0700011675.hg.1
MAPK15	TC0800009212.hg.1
SPDYA	TC0200016423.hg.1
MS4A6E	TC1100013013.hg.1
VGLL2	TC0600009248.hg.1
CNPY4	TC0700008524.hg.1
DEFB105A	TC0800006603.hg.1, TC0800009487.hg.1
DEFB106A	TC0800006620.hg.1, TC0800009468.hg.1
DEFB107A	TC0800006604.hg.1, TC0800009486.hg.1
DEFB108B	TC1100008321.hg.1
DEFB109P1	TC0800009652.hg.1
DEFB110	TC0600012011.hg.1
DEFB112	TC0600012012.hg.1
DEFB113	TC0600012010.hg.1
DEFB114	TC0600012009.hg.1
DEFB115	TC2000007064.hg.1
DEFB116	TC2000008802.hg.1
DEFB119	TC2000008807.hg.1
DEFB121	TC2000008808.hg.1
DEFB122	TC2000008809.hg.1
DEFB123	TC2000007072.hg.1
DEFB124	TC2000009994.hg.1
DEFB125	TC2000006432.hg.1
DEFB128	TC2000008118.hg.1
DEFB130	TC0800009632.hg.1, TC0800009647.hg.1
ATP6V0D2	TC0800008140.hg.1
ATP6V1C2	TC0200006703.hg.1
CTAG1A	TC0X00008848.hg.1
TTTY10	TC0Y00007167.hg.1
TTTY7	TC0Y00006518.hg.1, TC0Y00007013.hg.1
TXLNGY	TC0Y00006722.hg.1
CNOT6L	TC0400011108.hg.1
GAS2L2	TC1700010439.hg.1
AKR7L	TC0100013128.hg.1
AKR7A2P1	TC0100009462.hg.1
CDC26	TC0900011254.hg.1
IKBKGP1	TC0X00011218.hg.1
SLC17A8	TC1200008593.hg.1
RNASEH1	TC0200016618.hg.1
LACE1	TC0600009051.hg.1
TRBV22OR9-2	TC0900006995.hg.1
TRBV26OR9-2	TC0900007000.hg.1
C21orf91-OT1	TC2100007668.hg.1
STAC3	TC1200012807.hg.1
PELI3	TC1100008085.hg.1
LINC00314	TC2100006833.hg.1
UBE2SP1	TC1700009870.hg.1
POLR2J2	TC0700013604.hg.1
PPIHP1	TC1100012311.hg.1
STH	TC1700008085.hg.1
MTVR2	TC1700011207.hg.1
SPESP1	TC1500010758.hg.1
IL27	TC1600009864.hg.1
TMEM9	TC0100016903.hg.1
SRP68P2	TC1700007128.hg.1
SRP68P1	TC1700009907.hg.1
ZNF396	TC1800008459.hg.1
FAM197Y2	TC0Y00007004.hg.1, TC0Y00007006.hg.1, TC0Y00007009.hg.1
TTTY16	TC0Y00006967.hg.1
TTTY17A	TC0Y00006772.hg.1, TC0Y00006804.hg.1, TC0Y00007258.hg.1
TTTY18	TC0Y00006987.hg.1
TTTY20	TC0Y00007003.hg.1
TTTY19	TC0Y00006557.hg.1
TTTY21	TC0Y00006517.hg.1, TC0Y00007014.hg.1
TTTY22	TC0Y00006581.hg.1
TTTY23	TC0Y00006584.hg.1, TC0Y00006943.hg.1
NEIL2	TC0800006758.hg.1
STXBP4	TC1700008328.hg.1
FNDC5	TC0100013632.hg.1
HEPACAM2	TC0700011799.hg.1
TECRL	TC0400010853.hg.1
HCG27	TC0600007568.hg.1
PSMD5-AS1	TC0900008624.hg.1
LINGO1-AS1	TC1500007946.hg.1
LINC00612	TC1200009846.hg.1
PRR14L	TC2200008489.hg.1
EPHX4	TC0100009030.hg.1
CDY1B	TC0Y00007236.hg.1
SERHL2	TC2200007525.hg.1
RICTOR	TC0500010549.hg.1
ZNF503-AS1	TC1000008094.hg.1
PCGF7P	TC1900007546.hg.1
EIF4E1B	TC0500009598.hg.1
IPMK	TC1000010699.hg.1
ZBTB38	TC0300008999.hg.1
SLC25A30	TC1300008824.hg.1
LCLAT1	TC0200007144.hg.1
CADM2	TC0300007973.hg.1
LOC253573	TC0300013439.hg.1
TMEM244	TC0600013155.hg.1
GPATCH11	TC0200007249.hg.1
ZNF620	TC0300007123.hg.1
ANKRD18A	TC0900010056.hg.1
MMS22L	TC0600012631.hg.1
TTC41P	TC1200011749.hg.1
FAM21C	TC1000007483.hg.1
EBF3	TC1000012270.hg.1
WDR27	TC0600014006.hg.1
CERS6	TC0200009895.hg.1
MSRB3	TC1200008028.hg.1
ZDHHC20	TC1300008289.hg.1
C20orf166-AS1	TC2000009759.hg.1
OR7E39P	TC0700010221.hg.1
ANGPTL5	TC1100012105.hg.1
YTHDF3	TC0800007809.hg.1
RALGAPA1	TC1400008945.hg.1
CACNA1G-AS1	TC1700011107.hg.1
SFTA3	TC1400010733.hg.1
KCTD13	TC1600009944.hg.1
ASPHD1	TC1600007431.hg.1
RPL10AP2	TC0800007525.hg.1
METTL20	TC1200007236.hg.1
LOC254028	TC1400006525.hg.1
METAP1D	TC0200009966.hg.1
UBN2	TC0700009333.hg.1
LRRC43	TC1200009198.hg.1
BRWD3	TC0X00010169.hg.1
LINC01342	TC0100006490.hg.1
SSSCA1-AS1	TC1100011236.hg.1
EHBP1L1	TC1100013044.hg.1
SNX32	TC1100008038.hg.1
NIFK-AS1	TC0200009128.hg.1
CXorf58	TC0X00006801.hg.1
FBXO33	TC1400009016.hg.1
TTLL10	TC0100006492.hg.1
TSGA10IP	TC1100008045.hg.1
RNF169	TC1100008435.hg.1
FAM26E	TC0600009234.hg.1
BPIFC	TC2200008515.hg.1
LCORL	TC0400010168.hg.1
CNIH2	TC1100008069.hg.1
AKNAD1	TC0100018461.hg.1
TBC1D28	TC1700012370.hg.1
PHYHD1	TC0900012180.hg.1
LINC00710	TC1000009775.hg.1
ZDHHC24	TC1100011291.hg.1
MCM9	TC0600013004.hg.1
PROSER2	TC1000006785.hg.1
SLC41A1	TC0100017079.hg.1
C11orf86	TC1100008109.hg.1
MEIOB	TC1600009068.hg.1
LPCAT4	TC1500008986.hg.1
NUDT8	TC1100011346.hg.1
MIR9-3HG	TC1500008255.hg.1
MAPK6PS2	TC2100007739.hg.1
LYG2	TC0200013605.hg.1
C8orf46	TC0800012308.hg.1, TC0800012309.hg.1
OR6C74	TC1200007783.hg.1
OR6C3	TC1200007787.hg.1
NAALADL2	TC0300013903.hg.1, TC0300013904.hg.1
TMEM256	TC1700009637.hg.1
OR2T6	TC0100012355.hg.1
ZDHHC23	TC0300008375.hg.1
LOC254896	TC0800007007.hg.1
LCE5A	TC0100018293.hg.1
KRTAP15-1	TC2100006876.hg.1
MORN5	TC0900008653.hg.1
REXO1L1P	TC0800011000.hg.1
OR1L4	TC0900008674.hg.1
CALHM1	TC1000011719.hg.1
LINC00879	TC0300008059.hg.1
MPV17L	TC1600011356.hg.1
LINC00957	TC0700007366.hg.1
TMEM86B	TC1900012049.hg.1
CBARP	TC1900009137.hg.1
TAC4	TC1700011066.hg.1
CASC2	TC1000009037.hg.1
CFAP65	TC0200015757.hg.1
TMCO4	TC0100013153.hg.1
C4orf22	TC0400012821.hg.1
IGFBP7-AS1	TC0400007621.hg.1
LINC01018	TC0500006643.hg.1
GOLGA2P11	TC1500009676.hg.1
LOC255187	TC0500009053.hg.1
PLA2G4F	TC1500009181.hg.1
CSNK1G2-AS1	TC1900009196.hg.1
TXNDC8	TC0900011181.hg.1
MCOLN2	TC0100014768.hg.1
ANKK1	TC1100009081.hg.1
LRRC57	TC1500009192.hg.1
MYADML2	TC1700012485.hg.1
CT47A11	TC0X00010684.hg.1, TC0X00011393.hg.1
EPGN	TC0400007851.hg.1
NUP210P1	TC0300008684.hg.1
TMEM211	TC2200008238.hg.1
MBLAC1	TC0700008525.hg.1
TCP11L2	TC1200008726.hg.1
ZNF718	TC0400006437.hg.1
LINC00935	TC1200007526.hg.1
RASGEF1C	TC0500013083.hg.1
TBX5-AS1	TC1200008972.hg.1
RNF144B	TC0600007108.hg.1
TOLLIP-AS1	TC1100006512.hg.1
ELMOD2	TC0400008841.hg.1
HIST1H2BA	TC0600007248.hg.1
COL24A1	TC0100014790.hg.1
OOSP1	TC1100007760.hg.1
LOC255654	TC0100018066.hg.1
OR52B2	TC1100009960.hg.1
PCSK9	TC0100008417.hg.1
NPNT	TC0400008331.hg.1
TCTEX1D2	TC0300014094.hg.1
PDZD9	TC1600009689.hg.1
INAFM1	TC1900008416.hg.1
SMCO1	TC0300013704.hg.1
C19orf38	TC1900007001.hg.1
SDHAP1	TC0300013679.hg.1
BCL6B	TC1700006720.hg.1
CNEP1R1	TC1600007803.hg.1
ADAM5	TC0800007372.hg.1
SYT14	TC0100011463.hg.1
PAN3	TC1300006715.hg.1
